Postcode,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Altitude,Country,Last Updated,LSOA Code,LSOA Name
B29 7BF,52.449146,-1.913463,405978,283469,SP059834,Bournbrook & Selly Park,"Birmingham, unparished area",122,England,07/03/2023,E01009283,Birmingham 079E
B29 7BG,52.449146,-1.913463,405978,283469,SP059834,Bournbrook & Selly Park,"Birmingham, unparished area",122,England,07/03/2023,E01009283,Birmingham 079E
B29 7BH,52.446597,-1.927936,404995,283184,SP049831,Bournbrook & Selly Park,"Birmingham, unparished area",124,England,07/03/2023,E01033634,Birmingham 096G
B29 7BJ,52.445922,-1.92779,405005,283109,SP050831,Bournbrook & Selly Park,"Birmingham, unparished area",126,England,07/03/2023,E01033634,Birmingham 096G
B29 7BL,52.446359,-1.927342,405035,283158,SP050831,Bournbrook & Selly Park,"Birmingham, unparished area",124,England,07/03/2023,E01009288,Birmingham 100C
B29 7BN,52.446175,-1.928878,404931,283137,SP049831,Bournbrook & Selly Park,"Birmingham, unparished area",125,England,07/03/2023,E01033634,Birmingham 096G
B29 7BP,52.445266,-1.928262,404973,283036,SP049830,Bournbrook & Selly Park,"Birmingham, unparished area",129,England,07/03/2023,E01033634,Birmingham 096G
B29 7BQ,52.446516,-1.928981,404924,283175,SP049831,Bournbrook & Selly Park,"Birmingham, unparished area",124,England,07/03/2023,E01033634,Birmingham 096G
B29 7BS,52.44494,-1.929816,404867,283000,SP048829,Bournbrook & Selly Park,"Birmingham, unparished area",131,England,07/03/2023,E01033634,Birmingham 096G
B29 7BT,52.444763,-1.927821,405003,282980,SP050829,Bournbrook & Selly Park,"Birmingham, unparished area",133,England,07/03/2023,E01033634,Birmingham 096G
B29 7BU,52.443333,-1.927544,405022,282821,SP050828,Bournbrook & Selly Park,"Birmingham, unparished area",140,England,07/03/2023,E01009286,Birmingham 096C
B29 7BW,52.449146,-1.913463,405978,283469,SP059834,Bournbrook & Selly Park,"Birmingham, unparished area",126,England,07/03/2023,E01009283,Birmingham 079E
B29 7BX,52.443302,-1.926788,405073,282818,SP050828,Bournbrook & Selly Park,"Birmingham, unparished area",141,England,07/03/2023,E01009286,Birmingham 096C
B29 7BY,52.441813,-1.926281,405108,282652,SP051826,Bournbrook & Selly Park,"Birmingham, unparished area",144,England,07/03/2023,E01009286,Birmingham 096C
B29 7BZ,52.449146,-1.913463,405978,283469,SP059834,Bournbrook & Selly Park,"Birmingham, unparished area",145,England,07/03/2023,E01009283,Birmingham 079E
B29 7DA,52.439458,-1.926741,405077,282390,SP050823,Bournbrook & Selly Park,"Birmingham, unparished area",146,England,07/03/2023,E01009286,Birmingham 096C
B29 7DB,52.439805,-1.926132,405118,282429,SP051824,Bournbrook & Selly Park,"Birmingham, unparished area",146,England,07/03/2023,E01009286,Birmingham 096C
B29 7DD,52.441319,-1.926577,405088,282597,SP050825,Bournbrook & Selly Park,"Birmingham, unparished area",145,England,07/03/2023,E01009286,Birmingham 096C
B29 7DE,52.442129,-1.92837,404966,282687,SP049826,Bournbrook & Selly Park,"Birmingham, unparished area",139,England,07/03/2023,E01009286,Birmingham 096C
B29 7DF,52.449594,-1.912049,406074,283519,SP060835,Bournbrook & Selly Park,"Birmingham, unparished area",139,England,07/03/2023,E01009283,Birmingham 079E
B29 7DG,52.443306,-1.928221,404976,282818,SP049828,Bournbrook & Selly Park,"Birmingham, unparished area",139,England,07/03/2023,E01009286,Birmingham 096C
B29 7DH,52.444148,-1.927993,404991,282912,SP049829,Bournbrook & Selly Park,"Birmingham, unparished area",137,England,07/03/2023,E01009286,Birmingham 096C
B29 7DJ,52.443945,-1.929382,404897,282889,SP048828,Bournbrook & Selly Park,"Birmingham, unparished area",135,England,07/03/2023,E01033634,Birmingham 096G
B29 7DL,52.443124,-1.929289,404903,282798,SP049827,Bournbrook & Selly Park,"Birmingham, unparished area",136,England,07/03/2023,E01033634,Birmingham 096G
B29 7DN,52.445367,-1.931057,404783,283047,SP047830,Bournbrook & Selly Park,"Birmingham, unparished area",128,England,07/03/2023,E01033634,Birmingham 096G
B29 7DP,52.445966,-1.931477,404754,283114,SP047831,Bournbrook & Selly Park,"Birmingham, unparished area",129,England,07/03/2023,E01033634,Birmingham 096G
B29 7DQ,52.443339,-1.928656,404946,282822,SP049828,Bournbrook & Selly Park,"Birmingham, unparished area",138,England,07/03/2023,E01009286,Birmingham 096C
B29 7DU,52.445713,-1.929903,404861,283086,SP048830,Bournbrook & Selly Park,"Birmingham, unparished area",128,England,07/03/2023,E01033634,Birmingham 096G
B29 7DW,52.444449,-1.930073,404850,282945,SP048829,Bournbrook & Selly Park,"Birmingham, unparished area",132,England,07/03/2023,E01033634,Birmingham 096G
B29 7DX,52.4447,-1.928851,404933,282973,SP049829,Bournbrook & Selly Park,"Birmingham, unparished area",133,England,07/03/2023,E01033634,Birmingham 096G
B29 7ED,52.445938,-1.924921,405200,283111,SP051831,Bournbrook & Selly Park,"Birmingham, unparished area",126,England,07/03/2023,E01009288,Birmingham 100C
B29 7EG,52.446466,-1.920771,405482,283170,SP054831,Bournbrook & Selly Park,"Birmingham, unparished area",123,England,07/03/2023,E01009288,Birmingham 100C
B29 7EJ,52.44773,-1.915295,405854,283311,SP058833,Bournbrook & Selly Park,"Birmingham, unparished area",121,England,07/03/2023,E01009283,Birmingham 079E
B29 7EL,52.448349,-1.913249,405993,283380,SP059833,Bournbrook & Selly Park,"Birmingham, unparished area",119,England,07/03/2023,E01009283,Birmingham 079E
B29 7EN,52.44824,-1.912631,406035,283368,SP060833,Bournbrook & Selly Park,"Birmingham, unparished area",119,England,07/03/2023,E01009283,Birmingham 079E
B29 7EP,52.448275,-1.910998,406146,283372,SP061833,Bournbrook & Selly Park,"Birmingham, unparished area",118,England,07/03/2023,E01009283,Birmingham 079E
B29 7EQ,52.447193,-1.918033,405668,283251,SP056832,Bournbrook & Selly Park,"Birmingham, unparished area",122,England,07/03/2023,E01009288,Birmingham 100C
B29 7ER,52.448023,-1.910851,406156,283344,SP061833,Bournbrook & Selly Park,"Birmingham, unparished area",118,England,07/03/2023,E01009283,Birmingham 079E
B29 7ES,52.448563,-1.911763,406094,283404,SP060834,Bournbrook & Selly Park,"Birmingham, unparished area",118,England,07/03/2023,E01009283,Birmingham 079E
B29 7EU,52.447242,-1.911868,406087,283257,SP060832,Bournbrook & Selly Park,"Birmingham, unparished area",118,England,07/03/2023,E01009283,Birmingham 079E
B29 7EX,52.446532,-1.912458,406047,283178,SP060831,Bournbrook & Selly Park,"Birmingham, unparished area",119,England,07/03/2023,E01009283,Birmingham 079E
B29 7HA,52.447097,-1.914379,405916,283241,SP059832,Bournbrook & Selly Park,"Birmingham, unparished area",120,England,07/03/2023,E01009283,Birmingham 079E
B29 7HB,52.445986,-1.914857,405884,283117,SP058831,Bournbrook & Selly Park,"Birmingham, unparished area",120,England,07/03/2023,E01009283,Birmingham 079E
B29 7HD,52.446092,-1.91293,406015,283129,SP060831,Bournbrook & Selly Park,"Birmingham, unparished area",118,England,07/03/2023,E01009283,Birmingham 079E
B29 7HG,52.446452,-1.913988,405943,283169,SP059831,Bournbrook & Selly Park,"Birmingham, unparished area",120,England,07/03/2023,E01009283,Birmingham 079E
B29 7HH,52.447362,-1.915458,405843,283270,SP058832,Bournbrook & Selly Park,"Birmingham, unparished area",122,England,07/03/2023,E01009283,Birmingham 079E
B29 7HL,52.446133,-1.920595,405494,283133,SP054831,Bournbrook & Selly Park,"Birmingham, unparished area",125,England,07/03/2023,E01009288,Birmingham 100C
B29 7HP,52.44452,-1.913845,405953,282954,SP059829,Bournbrook & Selly Park,"Birmingham, unparished area",119,England,07/03/2023,E01009283,Birmingham 079E
B29 7HQ,52.447162,-1.913516,405975,283248,SP059832,Bournbrook & Selly Park,"Birmingham, unparished area",119,England,07/03/2023,E01009283,Birmingham 079E
B29 7HU,52.444218,-1.925374,405169,282920,SP051829,Bournbrook & Selly Park,"Birmingham, unparished area",138,England,07/03/2023,E01009288,Birmingham 100C
B29 7HW,52.445525,-1.924907,405201,283065,SP052830,Bournbrook & Selly Park,"Birmingham, unparished area",128,England,07/03/2023,E01009288,Birmingham 100C
B29 7HY,52.444777,-1.922893,405338,282982,SP053829,Bournbrook & Selly Park,"Birmingham, unparished area",136,England,07/03/2023,E01009288,Birmingham 100C
B29 7HZ,52.443371,-1.922168,405387,282826,SP053828,Bournbrook & Selly Park,"Birmingham, unparished area",143,England,07/03/2023,E01009288,Birmingham 100C
B29 7JA,52.444613,-1.918553,405633,282964,SP056829,Bournbrook & Selly Park,"Birmingham, unparished area",130,England,07/03/2023,E01009288,Birmingham 100C
B29 7JB,52.44376,-1.920717,405486,282869,SP054828,Bournbrook & Selly Park,"Birmingham, unparished area",139,England,07/03/2023,E01009288,Birmingham 100C
B29 7JD,52.444255,-1.921128,405458,282924,SP054829,Bournbrook & Selly Park,"Birmingham, unparished area",138,England,07/03/2023,E01009288,Birmingham 100C
B29 7JE,52.443059,-1.921483,405434,282791,SP054827,Bournbrook & Selly Park,"Birmingham, unparished area",142,England,07/03/2023,E01009288,Birmingham 100C
B29 7JG,52.443499,-1.919923,405540,282840,SP055828,Bournbrook & Selly Park,"Birmingham, unparished area",136,England,07/03/2023,E01009288,Birmingham 100C
B29 7JH,52.443335,-1.917261,405721,282822,SP057828,Bournbrook & Selly Park,"Birmingham, unparished area",127,England,07/03/2023,E01009283,Birmingham 079E
B29 7JJ,52.444639,-1.917538,405702,282967,SP057829,Bournbrook & Selly Park,"Birmingham, unparished area",128,England,07/03/2023,E01009283,Birmingham 079E
B29 7JL,52.443884,-1.917554,405701,282883,SP057828,Bournbrook & Selly Park,"Birmingham, unparished area",128,England,07/03/2023,E01009283,Birmingham 079E
B29 7JN,52.445635,-1.915388,405848,283078,SP058830,Bournbrook & Selly Park,"Birmingham, unparished area",121,England,07/03/2023,E01009283,Birmingham 079E
B29 7JP,52.446212,-1.917535,405702,283142,SP057831,Bournbrook & Selly Park,"Birmingham, unparished area",124,England,07/03/2023,E01009283,Birmingham 079E
B29 7JQ,52.442581,-1.918395,405644,282738,SP056827,Bournbrook & Selly Park,"Birmingham, unparished area",129,England,07/03/2023,E01009288,Birmingham 100C
B29 7JR,52.446562,-1.91571,405826,283181,SP058831,Bournbrook & Selly Park,"Birmingham, unparished area",122,England,07/03/2023,E01009283,Birmingham 079E
B29 7JS,52.445105,-1.919973,405536,283019,SP055830,Bournbrook & Selly Park,"Birmingham, unparished area",132,England,07/03/2023,E01009288,Birmingham 100C
B29 7JW,52.442501,-1.920263,405517,282729,SP055827,Bournbrook & Selly Park,"Birmingham, unparished area",138,England,07/03/2023,E01009288,Birmingham 100C
B29 7JX,52.448371,-1.918664,405625,283382,SP056833,Edgbaston,"Birmingham, unparished area",120,England,07/03/2023,E01033631,Birmingham 079F
B29 7LF,52.44165,-1.924678,405217,282634,SP052826,Bournbrook & Selly Park,"Birmingham, unparished area",146,England,07/03/2023,E01009286,Birmingham 096C
B29 7LG,52.447809,-1.917364,405713,283320,SP057833,Bournbrook & Selly Park,"Birmingham, unparished area",118,England,07/03/2023,E01009283,Birmingham 079E
B29 7LH,52.441567,-1.921942,405403,282625,SP054826,Bournbrook & Selly Park,"Birmingham, unparished area",142,England,07/03/2023,E01009288,Birmingham 100C
B29 7LL,52.44029,-1.920664,405490,282483,SP054824,Bournbrook & Selly Park,"Birmingham, unparished area",142,England,07/03/2023,E01009288,Birmingham 100C
B29 7LP,52.442013,-1.916292,405787,282675,SP057826,Bournbrook & Selly Park,"Birmingham, unparished area",125,England,07/03/2023,E01009288,Birmingham 100C
B29 7LR,52.440988,-1.916044,405804,282561,SP058825,Bournbrook & Selly Park,"Birmingham, unparished area",127,England,07/03/2023,E01009288,Birmingham 100C
B29 7LS,52.440565,-1.915353,405851,282514,SP058825,Bournbrook & Selly Park,"Birmingham, unparished area",125,England,07/03/2023,E01009288,Birmingham 100C
B29 7LT,52.44016,-1.914589,405903,282469,SP059824,Bournbrook & Selly Park,"Birmingham, unparished area",123,England,07/03/2023,E01009296,Birmingham 100E
B29 7LU,52.44198,-1.921059,405463,282671,SP054826,Bournbrook & Selly Park,"Birmingham, unparished area",140,England,07/03/2023,E01009288,Birmingham 100C
B29 7LW,52.441763,-1.918073,405666,282647,SP056826,Bournbrook & Selly Park,"Birmingham, unparished area",130,England,07/03/2023,E01009288,Birmingham 100C
B29 7LZ,52.440637,-1.914824,405887,282522,SP058825,Bournbrook & Selly Park,"Birmingham, unparished area",123,England,07/03/2023,E01009296,Birmingham 100E
B29 7NA,52.440951,-1.914779,405890,282557,SP058825,Bournbrook & Selly Park,"Birmingham, unparished area",123,England,07/03/2023,E01009296,Birmingham 100E
B29 7ND,52.441293,-1.914587,405903,282595,SP059825,Bournbrook & Selly Park,"Birmingham, unparished area",121,England,07/03/2023,E01009296,Birmingham 100E
B29 7NF,52.443622,-1.916186,405794,282854,SP057828,Bournbrook & Selly Park,"Birmingham, unparished area",125,England,07/03/2023,E01009283,Birmingham 079E
B29 7NG,52.442084,-1.915144,405865,282683,SP058826,Bournbrook & Selly Park,"Birmingham, unparished area",122,England,07/03/2023,E01009288,Birmingham 100C
B29 7NH,52.443009,-1.914186,405930,282786,SP059827,Bournbrook & Selly Park,"Birmingham, unparished area",120,England,07/03/2023,E01009283,Birmingham 079E
B29 7NJ,52.443585,-1.91495,405878,282850,SP058828,Bournbrook & Selly Park,"Birmingham, unparished area",121,England,07/03/2023,E01009283,Birmingham 079E
B29 7NL,52.443297,-1.914215,405928,282818,SP059828,Bournbrook & Selly Park,"Birmingham, unparished area",120,England,07/03/2023,E01009283,Birmingham 079E
B29 7NN,52.443459,-1.914171,405931,282836,SP059828,Bournbrook & Selly Park,"Birmingham, unparished area",119,England,07/03/2023,E01009283,Birmingham 079E
B29 7NP,52.444151,-1.913831,405954,282913,SP059829,Bournbrook & Selly Park,"Birmingham, unparished area",119,England,07/03/2023,E01009283,Birmingham 079E
B29 7NQ,52.442278,-1.914108,405935,282705,SP059827,Bournbrook & Selly Park,"Birmingham, unparished area",120,England,07/03/2023,E01009288,Birmingham 100C
B29 7NR,52.444682,-1.914683,405896,282972,SP058829,Bournbrook & Selly Park,"Birmingham, unparished area",120,England,07/03/2023,E01009283,Birmingham 079E
B29 7NS,52.445319,-1.913226,405995,283043,SP059830,Bournbrook & Selly Park,"Birmingham, unparished area",119,England,07/03/2023,E01009283,Birmingham 079E
B29 7NT,52.444045,-1.916435,405777,282901,SP057829,Bournbrook & Selly Park,"Birmingham, unparished area",125,England,07/03/2023,E01009283,Birmingham 079E
B29 7NU,52.444691,-1.915242,405858,282973,SP058829,Bournbrook & Selly Park,"Birmingham, unparished area",122,England,07/03/2023,E01009283,Birmingham 079E
B29 7NW,52.443711,-1.914097,405936,282864,SP059828,Bournbrook & Selly Park,"Birmingham, unparished area",119,England,07/03/2023,E01009283,Birmingham 079E
B29 7NX,52.445617,-1.914373,405917,283076,SP059830,Bournbrook & Selly Park,"Birmingham, unparished area",120,England,07/03/2023,E01009283,Birmingham 079E
B29 7NY,52.443676,-1.915583,405835,282860,SP058828,Bournbrook & Selly Park,"Birmingham, unparished area",123,England,07/03/2023,E01009283,Birmingham 079E
B29 7PE,52.440795,-1.923341,405308,282539,SP053825,Bournbrook & Selly Park,"Birmingham, unparished area",144,England,07/03/2023,E01009288,Birmingham 100C
B29 7PH,52.438105,-1.919903,405542,282240,SP055822,Bournbrook & Selly Park,"Birmingham, unparished area",136,England,07/03/2023,E01009293,Birmingham 100D
B29 7PN,52.438859,-1.917872,405680,282324,SP056823,Bournbrook & Selly Park,"Birmingham, unparished area",134,England,07/03/2023,E01009296,Birmingham 100E
B29 7PP,52.441007,-1.917044,405736,282563,SP057825,Bournbrook & Selly Park,"Birmingham, unparished area",130,England,07/03/2023,E01009288,Birmingham 100C
B29 7PQ,52.437681,-1.918168,405660,282193,SP056821,Bournbrook & Selly Park,"Birmingham, unparished area",128,England,07/03/2023,E01009296,Birmingham 100E
B29 7PS,52.43839,-1.916726,405758,282272,SP057822,Bournbrook & Selly Park,"Birmingham, unparished area",129,England,07/03/2023,E01009296,Birmingham 100E
B29 7PT,52.439128,-1.916783,405754,282354,SP057823,Bournbrook & Selly Park,"Birmingham, unparished area",131,England,07/03/2023,E01009296,Birmingham 100E
B29 7PU,52.438363,-1.916064,405803,282269,SP058822,Bournbrook & Selly Park,"Birmingham, unparished area",128,England,07/03/2023,E01009296,Birmingham 100E
B29 7PX,52.436814,-1.916884,405747,282097,SP057820,Bournbrook & Selly Park,"Birmingham, unparished area",125,England,07/03/2023,E01009296,Birmingham 100E
B29 7PY,52.437634,-1.915506,405841,282188,SP058821,Bournbrook & Selly Park,"Birmingham, unparished area",124,England,07/03/2023,E01009296,Birmingham 100E
B29 7PZ,52.437841,-1.915035,405873,282211,SP058822,Bournbrook & Selly Park,"Birmingham, unparished area",123,England,07/03/2023,E01009296,Birmingham 100E
B29 7QA,52.438794,-1.914768,405891,282317,SP058823,Bournbrook & Selly Park,"Birmingham, unparished area",123,England,07/03/2023,E01009296,Birmingham 100E
B29 7QB,52.439134,-1.913826,405955,282355,SP059823,Bournbrook & Selly Park,"Birmingham, unparished area",122,England,07/03/2023,E01009296,Birmingham 100E
B29 7QD,52.439512,-1.913619,405969,282397,SP059823,Bournbrook & Selly Park,"Birmingham, unparished area",121,England,07/03/2023,E01009296,Birmingham 100E
B29 7QE,52.439773,-1.913501,405977,282426,SP059824,Bournbrook & Selly Park,"Birmingham, unparished area",121,England,07/03/2023,E01009296,Birmingham 100E
B29 7QG,52.439026,-1.912723,406030,282343,SP060823,Bournbrook & Selly Park,"Birmingham, unparished area",122,England,07/03/2023,E01009296,Birmingham 100E
B29 7QH,52.438505,-1.91346,405980,282285,SP059822,Bournbrook & Selly Park,"Birmingham, unparished area",122,England,07/03/2023,E01009296,Birmingham 100E
B29 7QJ,52.437813,-1.914255,405926,282208,SP059822,Bournbrook & Selly Park,"Birmingham, unparished area",123,England,07/03/2023,E01009296,Birmingham 100E
B29 7QL,52.437989,-1.921522,405432,282227,SP054822,Bournbrook & Selly Park,"Birmingham, unparished area",138,England,07/03/2023,E01009293,Birmingham 100D
B29 7QN,52.440545,-1.917981,405672,282512,SP056825,Bournbrook & Selly Park,"Birmingham, unparished area",133,England,07/03/2023,E01009288,Birmingham 100C
B29 7QQ,52.438037,-1.91274,406029,282233,SP060822,Bournbrook & Selly Park,"Birmingham, unparished area",121,England,07/03/2023,E01009296,Birmingham 100E
B29 7QR,52.437516,-1.926142,405118,282174,SP051821,Bournbrook & Selly Park,"Birmingham, unparished area",146,England,07/03/2023,E01009286,Birmingham 096C
B29 7QS,52.437784,-1.923802,405277,282204,SP052822,Bournbrook & Selly Park,"Birmingham, unparished area",142,England,07/03/2023,E01009293,Birmingham 100D
B29 7QT,52.437627,-1.923458,405300,282187,SP053821,Bournbrook & Selly Park,"Birmingham, unparished area",141,England,07/03/2023,E01009293,Birmingham 100D
B29 7QU,52.436516,-1.924216,405249,282063,SP052820,Bournbrook & Selly Park,"Birmingham, unparished area",140,England,07/03/2023,E01009293,Birmingham 100D
B29 7QW,52.437196,-1.924033,405261,282139,SP052821,Bournbrook & Selly Park,"Birmingham, unparished area",140,England,07/03/2023,E01009293,Birmingham 100D
B29 7QX,52.43532,-1.922541,405363,281930,SP053819,Bournbrook & Selly Park,"Birmingham, unparished area",132,England,07/03/2023,E01009282,Birmingham 100B
B29 7QY,52.434393,-1.921572,405429,281827,SP054818,Bournbrook & Selly Park,"Birmingham, unparished area",129,England,07/03/2023,E01009282,Birmingham 100B
B29 7RA,52.433664,-1.920117,405528,281746,SP055817,Bournbrook & Selly Park,"Birmingham, unparished area",126,England,07/03/2023,E01009293,Birmingham 100D
B29 7RB,52.433763,-1.91972,405555,281757,SP055817,Bournbrook & Selly Park,"Birmingham, unparished area",126,England,07/03/2023,E01009293,Birmingham 100D
B29 7RD,52.435409,-1.921806,405413,281940,SP054819,Bournbrook & Selly Park,"Birmingham, unparished area",130,England,07/03/2023,E01009282,Birmingham 100B
B29 7RE,52.436435,-1.923378,405306,282054,SP053820,Bournbrook & Selly Park,"Birmingham, unparished area",137,England,07/03/2023,E01009293,Birmingham 100D
B29 7RG,52.436794,-1.922833,405343,282094,SP053820,Bournbrook & Selly Park,"Birmingham, unparished area",137,England,07/03/2023,E01009293,Birmingham 100D
B29 7RH,52.437549,-1.921905,405406,282178,SP054821,Bournbrook & Selly Park,"Birmingham, unparished area",137,England,07/03/2023,E01009293,Birmingham 100D
B29 7RJ,52.437233,-1.920685,405489,282143,SP054821,Bournbrook & Selly Park,"Birmingham, unparished area",133,England,07/03/2023,E01009293,Birmingham 100D
B29 7RL,52.436118,-1.920378,405510,282019,SP055820,Bournbrook & Selly Park,"Birmingham, unparished area",129,England,07/03/2023,E01009293,Birmingham 100D
B29 7RN,52.435715,-1.921408,405440,281974,SP054819,Bournbrook & Selly Park,"Birmingham, unparished area",130,England,07/03/2023,E01009293,Birmingham 100D
B29 7RP,52.43521,-1.919114,405596,281918,SP055819,Bournbrook & Selly Park,"Birmingham, unparished area",126,England,07/03/2023,E01009293,Birmingham 100D
B29 7RQ,52.436339,-1.920062,405531,282044,SP055820,Bournbrook & Selly Park,"Birmingham, unparished area",129,England,07/03/2023,E01009293,Birmingham 100D
B29 7RR,52.434787,-1.919542,405567,281871,SP055818,Bournbrook & Selly Park,"Birmingham, unparished area",126,England,07/03/2023,E01009293,Birmingham 100D
B29 7RS,52.435855,-1.920902,405474,281990,SP054819,Bournbrook & Selly Park,"Birmingham, unparished area",129,England,07/03/2023,E01009293,Birmingham 100D
B29 7RW,52.4376,-1.922473,405367,282184,SP053821,Bournbrook & Selly Park,"Birmingham, unparished area",127,England,07/03/2023,E01009293,Birmingham 100D
B29 7RZ,52.435512,-1.928292,404972,281951,SP049819,Bournbrook & Selly Park,"Birmingham, unparished area",147,England,07/03/2023,E01009280,Birmingham 100A
B29 7SA,52.434698,-1.920586,405496,281861,SP054818,Bournbrook & Selly Park,"Birmingham, unparished area",127,England,07/03/2023,E01009282,Birmingham 100B
B29 7SB,52.434135,-1.926206,405114,281798,SP051817,Bournbrook & Selly Park,"Birmingham, unparished area",137,England,07/03/2023,E01009280,Birmingham 100A
B29 7SD,52.433884,-1.926854,405070,281770,SP050817,Bournbrook & Selly Park,"Birmingham, unparished area",137,England,07/03/2023,E01009280,Birmingham 100A
B29 7SE,52.43329,-1.926472,405096,281704,SP050817,Bournbrook & Selly Park,"Birmingham, unparished area",137,England,07/03/2023,E01009280,Birmingham 100A
B29 7SF,52.432526,-1.925459,405165,281619,SP051816,Bournbrook & Selly Park,"Birmingham, unparished area",134,England,07/03/2023,E01009282,Birmingham 100B
B29 7SG,52.432597,-1.924179,405252,281627,SP052816,Bournbrook & Selly Park,"Birmingham, unparished area",130,England,07/03/2023,E01009282,Birmingham 100B
B29 7SL,52.432776,-1.923267,405314,281647,SP053816,Bournbrook & Selly Park,"Birmingham, unparished area",127,England,07/03/2023,E01009282,Birmingham 100B
B29 7SN,52.433153,-1.923016,405331,281689,SP053816,Bournbrook & Selly Park,"Birmingham, unparished area",127,England,07/03/2023,E01009282,Birmingham 100B
B29 7SP,52.434728,-1.925028,405194,281864,SP051818,Bournbrook & Selly Park,"Birmingham, unparished area",136,England,07/03/2023,E01009293,Birmingham 100D
B29 7SQ,52.431995,-1.924268,405246,281560,SP052815,Bournbrook & Selly Park,"Birmingham, unparished area",130,England,07/03/2023,E01009282,Birmingham 100B
B29 7SR,52.434817,-1.924131,405255,281874,SP052818,Bournbrook & Selly Park,"Birmingham, unparished area",135,England,07/03/2023,E01009293,Birmingham 100D
B29 7SS,52.433396,-1.922265,405382,281716,SP053817,Bournbrook & Selly Park,"Birmingham, unparished area",128,England,07/03/2023,E01009282,Birmingham 100B
B29 7ST,52.433527,-1.921641,405424,281731,SP054817,Bournbrook & Selly Park,"Birmingham, unparished area",128,England,07/03/2023,E01009282,Birmingham 100B
B29 7SU,52.433646,-1.920868,405477,281744,SP054817,Bournbrook & Selly Park,"Birmingham, unparished area",127,England,07/03/2023,E01009282,Birmingham 100B
B29 7SW,52.434315,-1.925279,405177,281818,SP051818,Bournbrook & Selly Park,"Birmingham, unparished area",136,England,07/03/2023,E01009280,Birmingham 100A
B29 7SX,52.43496,-1.922924,405337,281890,SP053818,Bournbrook & Selly Park,"Birmingham, unparished area",132,England,07/03/2023,E01009293,Birmingham 100D
B29 7SZ,52.435959,-1.924585,405224,282001,SP052820,Bournbrook & Selly Park,"Birmingham, unparished area",140,England,07/03/2023,E01009293,Birmingham 100D
B29 7TD,52.436779,-1.926937,405064,282092,SP050820,Bournbrook & Selly Park,"Birmingham, unparished area",148,England,07/03/2023,E01009280,Birmingham 100A
B29 9DZ,52.438282,-1.935799,404461,282259,SP044822,Bournville & Cotteridge,"Birmingham, unparished area",145,England,07/03/2023,E01009284,Birmingham 096A
B29 9ET,52.438282,-1.935799,404461,282259,SP044822,Bournville & Cotteridge,"Birmingham, unparished area",145,England,07/03/2023,E01009284,Birmingham 096A
B29 9EU,52.438282,-1.935799,404461,282259,SP044822,Bournville & Cotteridge,"Birmingham, unparished area",145,England,07/03/2023,E01009284,Birmingham 096A
B29 9EX,52.438282,-1.935799,404461,282259,SP044822,Bournville & Cotteridge,"Birmingham, unparished area",144,England,07/03/2023,E01009284,Birmingham 096A
B3 1AG,52.485573,-1.901508,406785,287522,SP067875,Soho & Jewellery Quarter,"Birmingham, unparished area",123,England,07/03/2023,E01033623,Birmingham 138C
B3 1AQ,52.484836,-1.902393,406725,287440,SP067874,Soho & Jewellery Quarter,"Birmingham, unparished area",126,England,07/03/2023,E01033623,Birmingham 138C
B3 1AT,52.484265,-1.903077,406679,287376,SP066873,Soho & Jewellery Quarter,"Birmingham, unparished area",128,England,07/03/2023,E01033622,Birmingham 138B
B3 1BA,52.483265,-1.904841,406559,287265,SP065872,Soho & Jewellery Quarter,"Birmingham, unparished area",139,England,07/03/2023,E01033622,Birmingham 138B
B3 1BG,52.485596,-1.903825,406628,287524,SP066875,Soho & Jewellery Quarter,"Birmingham, unparished area",127,England,07/03/2023,E01033622,Birmingham 138B
B3 1BJ,52.48397,-1.905213,406534,287343,SP065873,Soho & Jewellery Quarter,"Birmingham, unparished area",131,England,07/03/2023,E01033622,Birmingham 138B
B3 1BP,52.484156,-1.905855,406490,287364,SP064873,Soho & Jewellery Quarter,"Birmingham, unparished area",124,England,07/03/2023,E01033622,Birmingham 138B
B3 1BU,52.483221,-1.906402,406453,287260,SP064872,Soho & Jewellery Quarter,"Birmingham, unparished area",130,England,07/03/2023,E01033622,Birmingham 138B
B3 1BY,52.483221,-1.906402,406453,287260,SP064872,Soho & Jewellery Quarter,"Birmingham, unparished area",127,England,07/03/2023,E01033622,Birmingham 138B
B3 1DA,52.482779,-1.904297,406596,287211,SP065872,Soho & Jewellery Quarter,"Birmingham, unparished area",148,England,07/03/2023,E01033622,Birmingham 138B
B3 1DB,52.482779,-1.904297,406596,287211,SP065872,Soho & Jewellery Quarter,"Birmingham, unparished area",137,England,07/03/2023,E01033622,Birmingham 138B
B3 1DD,52.482656,-1.908038,406342,287197,SP063871,Soho & Jewellery Quarter,"Birmingham, unparished area",128,England,07/03/2023,E01033565,Birmingham 137B
B3 1DE,52.479535,-1.905556,406511,286850,SP065868,Ladywood,"Birmingham, unparished area",137,England,07/03/2023,E01033625,Birmingham 138D
B3 1DG,52.48313,-1.904208,406602,287250,SP066872,Soho & Jewellery Quarter,"Birmingham, unparished area",137,England,07/03/2023,E01033622,Birmingham 138B
B3 1DR,52.483893,-1.910102,406202,287334,SP062873,Soho & Jewellery Quarter,"Birmingham, unparished area",133,England,07/03/2023,E01033565,Birmingham 137B
